temperature,rain,time
17.02,0,18/04/2018 14:00
17.52,0,18/04/2018 14:30
17.52,0,18/04/2018 15:00
16.53,0,18/04/2018 16:00
17.32,0,18/04/2018 16:30
16.52,0,18/04/2018 17:00
17.58,0,18/04/2018 17:30
17.0,0,18/04/2018 18:00
17.0,0,18/04/2018 18:30
16.0,0,18/04/2018 19:00
16.0,0,18/04/2018 19:30
13.99,0,18/04/2018 20:00
13.0,0,18/04/2018 20:30
13.49,0,18/04/2018 21:00
13.42,0,18/04/2018 21:30
13.49,0,18/04/2018 22:00
13.42,0,18/04/2018 22:30
12.49,0,18/04/2018 23:00
12.0,0,18/04/2018 23:30
12.49,0,19/04/2018 00:00
12.42,0,19/04/2018 00:30
11.0,0,19/04/2018 01:30
12.0,0,19/04/2018 02:00
12.0,0,19/04/2018 02:30
10.51,0,19/04/2018 03:00
9.75,0,19/04/2018 03:30
9.52,0,19/04/2018 04:00
9.75,0,19/04/2018 04:30
10.02,0,19/04/2018 05:00
10.74,0,19/04/2018 05:30
11.01,0,19/04/2018 06:00
11.58,0,19/04/2018 06:30
12.01,0,19/04/2018 07:00
12.01,0,19/04/2018 07:30
14.0,0,19/04/2018 08:30
14.49,0,19/04/2018 09:00
14.49,0,19/04/2018 09:30
13.99,0,19/04/2018 10:00
14.51,0,19/04/2018 10:30
15.51,0,19/04/2018 11:00
16.0,0,19/04/2018 11:30
