,Station No.,Status,Time,Stands,Bikes Avail,Spaces Avail,Bank,human_readible,weather_tamp,weather_rain,weather_temperature,weather_time
106531,55.0,OPEN,1521091865000,36,1,35,0,15/03/2018 05:31:05,1521093600000.0,1.09,7.94,15/03/2018 06:00
106532,62.0,OPEN,1521091866000,40,1,39,0,15/03/2018 05:31:06,1521093600000.0,1.09,7.94,15/03/2018 06:00
106533,5.0,OPEN,1521091860000,40,36,4,0,15/03/2018 05:31:00,1521093600000.0,1.09,7.94,15/03/2018 06:00
106534,97.0,OPEN,1521091904000,40,36,4,1,15/03/2018 05:31:44,1521093600000.0,1.09,7.94,15/03/2018 06:00
106535,61.0,OPEN,1521091890000,25,24,1,1,15/03/2018 05:31:30,1521093600000.0,1.09,7.94,15/03/2018 06:00
106536,77.0,OPEN,1521091866000,29,1,28,0,15/03/2018 05:31:06,1521093600000.0,1.09,7.94,15/03/2018 06:00
106537,73.0,OPEN,1521091957000,30,29,1,1,15/03/2018 05:32:37,1521093600000.0,1.09,7.94,15/03/2018 06:00
106538,4.0,OPEN,1521091864000,20,3,17,0,15/03/2018 05:31:04,1521093600000.0,1.09,7.94,15/03/2018 06:00
106540,19.0,OPEN,1521092024000,30,7,23,0,15/03/2018 05:33:44,1521093600000.0,1.09,7.94,15/03/2018 06:00
106543,102.0,OPEN,1521091877000,40,40,0,0,15/03/2018 05:31:17,1521093600000.0,1.09,7.94,15/03/2018 06:00
106545,53.0,OPEN,1521091900000,40,2,38,0,15/03/2018 05:31:40,1521093600000.0,1.09,7.94,15/03/2018 06:00
106546,58.0,OPEN,1521091877000,40,4,36,1,15/03/2018 05:31:17,1521093600000.0,1.09,7.94,15/03/2018 06:00
106547,66.0,OPEN,1521091780000,40,22,18,0,15/03/2018 05:29:40,1521093600000.0,1.09,7.94,15/03/2018 06:00
106548,101.0,OPEN,1521091875000,30,27,3,0,15/03/2018 05:31:15,1521093600000.0,1.09,7.94,15/03/2018 06:00
106549,47.0,OPEN,1521091854000,40,7,33,0,15/03/2018 05:30:54,1521093600000.0,1.09,7.94,15/03/2018 06:00
106550,8.0,OPEN,1521091930000,30,7,23,0,15/03/2018 05:32:10,1521093600000.0,1.09,7.94,15/03/2018 06:00
106551,27.0,OPEN,1521091848000,20,0,20,0,15/03/2018 05:30:48,1521093600000.0,1.09,7.94,15/03/2018 06:00
106552,16.0,OPEN,1521091840000,20,2,18,0,15/03/2018 05:30:40,1521093600000.0,1.09,7.94,15/03/2018 06:00
106553,96.0,OPEN,1521091872000,30,13,17,0,15/03/2018 05:31:12,1521093600000.0,1.09,7.94,15/03/2018 06:00
106554,82.0,OPEN,1521091995000,22,13,9,0,15/03/2018 05:33:15,1521093600000.0,1.09,7.94,15/03/2018 06:00
106558,69.0,OPEN,1521091969000,40,14,26,0,15/03/2018 05:32:49,1521093600000.0,1.09,7.94,15/03/2018 06:00
106559,25.0,OPEN,1521091850000,30,4,26,0,15/03/2018 05:30:50,1521093600000.0,1.09,7.94,15/03/2018 06:00
106560,51.0,OPEN,1521091864000,40,0,40,0,15/03/2018 05:31:04,1521093600000.0,1.09,7.94,15/03/2018 06:00
106563,95.0,OPEN,1521091873000,40,37,3,1,15/03/2018 05:31:13,1521093600000.0,1.09,7.94,15/03/2018 06:00
106564,94.0,OPEN,1521091876000,40,40,0,0,15/03/2018 05:31:16,1521093600000.0,1.09,7.94,15/03/2018 06:00
106566,93.0,OPEN,1521091868000,40,40,0,0,15/03/2018 05:31:08,1521093600000.0,1.09,7.94,15/03/2018 06:00
106567,22.0,OPEN,1521091847000,20,7,13,0,15/03/2018 05:30:47,1521093600000.0,1.09,7.94,15/03/2018 06:00
106568,12.0,OPEN,1521092075000,20,15,5,0,15/03/2018 05:34:35,1521093600000.0,1.09,7.94,15/03/2018 06:00
106569,34.0,OPEN,1521092029000,30,25,5,0,15/03/2018 05:33:49,1521093600000.0,1.09,7.94,15/03/2018 06:00
106570,78.0,OPEN,1521091876000,40,37,3,0,15/03/2018 05:31:16,1521093600000.0,1.09,7.94,15/03/2018 06:00
106572,75.0,OPEN,1521091850000,40,30,10,1,15/03/2018 05:30:50,1521093600000.0,1.09,7.94,15/03/2018 06:00
106574,65.0,OPEN,1521091845000,40,1,39,1,15/03/2018 05:30:45,1521093600000.0,1.09,7.94,15/03/2018 06:00
106575,15.0,OPEN,1521092072000,16,14,2,0,15/03/2018 05:34:32,1521093600000.0,1.09,7.94,15/03/2018 06:00
106576,86.0,OPEN,1521091946000,38,26,12,1,15/03/2018 05:32:26,1521093600000.0,1.09,7.94,15/03/2018 06:00
106577,35.0,OPEN,1521092027000,30,13,17,0,15/03/2018 05:33:47,1521093600000.0,1.09,7.94,15/03/2018 06:00
106578,10.0,OPEN,1521091849000,16,9,7,1,15/03/2018 05:30:49,1521093600000.0,1.09,7.94,15/03/2018 06:00
106579,100.0,OPEN,1521091873000,25,16,9,0,15/03/2018 05:31:13,1521093600000.0,1.09,7.94,15/03/2018 06:00
106582,85.0,OPEN,1521091844000,35,32,3,1,15/03/2018 05:30:44,1521093600000.0,1.09,7.94,15/03/2018 06:00
106584,44.0,OPEN,1521091839000,30,28,2,0,15/03/2018 05:30:39,1521093600000.0,1.09,7.94,15/03/2018 06:00
106586,57.0,OPEN,1521091863000,23,5,18,0,15/03/2018 05:31:03,1521093600000.0,1.09,7.94,15/03/2018 06:00
106587,80.0,OPEN,1521091858000,40,38,2,0,15/03/2018 05:30:58,1521093600000.0,1.09,7.94,15/03/2018 06:00
106588,41.0,OPEN,1521091878000,20,15,5,0,15/03/2018 05:31:18,1521093600000.0,1.09,7.94,15/03/2018 06:00
106589,3.0,OPEN,1521091814000,20,18,2,0,15/03/2018 05:30:14,1521093600000.0,1.09,7.94,15/03/2018 06:00
106590,46.0,OPEN,1521091926000,35,0,35,1,15/03/2018 05:32:06,1521093600000.0,1.09,7.94,15/03/2018 06:00
106591,40.0,OPEN,1521091839000,21,0,21,1,15/03/2018 05:30:39,1521093600000.0,1.09,7.94,15/03/2018 06:00
106592,29.0,OPEN,1521091847000,29,9,20,1,15/03/2018 05:30:47,1521093600000.0,1.09,7.94,15/03/2018 06:00
106593,70.0,OPEN,1521091874000,40,11,29,1,15/03/2018 05:31:14,1521093600000.0,1.09,7.94,15/03/2018 06:00
106594,28.0,OPEN,1521091877000,30,27,3,0,15/03/2018 05:31:17,1521093600000.0,1.09,7.94,15/03/2018 06:00
106595,39.0,OPEN,1521091856000,20,4,16,1,15/03/2018 05:30:56,1521093600000.0,1.09,7.94,15/03/2018 06:00
106596,83.0,OPEN,1521091883000,40,32,8,0,15/03/2018 05:31:23,1521093600000.0,1.09,7.94,15/03/2018 06:00
106598,21.0,OPEN,1521091846000,30,2,28,0,15/03/2018 05:30:46,1521093600000.0,1.09,7.94,15/03/2018 06:00
106599,88.0,OPEN,1521091868000,30,4,26,0,15/03/2018 05:31:08,1521093600000.0,1.09,7.94,15/03/2018 06:00
106601,30.0,OPEN,1521092176000,20,20,0,1,15/03/2018 05:36:16,1521093600000.0,1.09,7.94,15/03/2018 06:00
106603,56.0,OPEN,1521092322000,40,6,34,0,15/03/2018 05:38:42,1521093600000.0,1.09,7.94,15/03/2018 06:00
106605,18.0,OPEN,1521092222000,30,25,5,1,15/03/2018 05:37:02,1521093600000.0,1.09,7.94,15/03/2018 06:00
106607,52.0,OPEN,1521092138000,32,10,22,0,15/03/2018 05:35:38,1521093600000.0,1.09,7.94,15/03/2018 06:00
106612,31.0,OPEN,1521092264000,20,8,12,0,15/03/2018 05:37:44,1521093600000.0,1.09,7.94,15/03/2018 06:00
106615,1.0,OPEN,1521092172000,31,6,25,0,15/03/2018 05:36:12,1521093600000.0,1.09,7.94,15/03/2018 06:00
106616,23.0,OPEN,1521092191000,30,4,26,1,15/03/2018 05:36:31,1521093600000.0,1.09,7.94,15/03/2018 06:00
106618,74.0,OPEN,1521092299000,30,25,5,0,15/03/2018 05:38:19,1521093600000.0,1.09,7.94,15/03/2018 06:00
106619,87.0,OPEN,1521092327000,38,20,18,1,15/03/2018 05:38:47,1521093600000.0,1.09,7.94,15/03/2018 06:00
106621,90.0,CLOSED,1521092207000,40,0,0,0,15/03/2018 05:36:47,1521093600000.0,1.09,7.94,15/03/2018 06:00
106624,45.0,OPEN,1521092343000,30,18,12,0,15/03/2018 05:39:03,1521093600000.0,1.09,7.94,15/03/2018 06:00
106630,67.0,OPEN,1521092280000,40,17,23,0,15/03/2018 05:38:00,1521093600000.0,1.09,7.94,15/03/2018 06:00
106635,61.0,OPEN,1521092298000,25,24,1,1,15/03/2018 05:38:18,1521093600000.0,1.09,7.94,15/03/2018 06:00
106637,73.0,OPEN,1521092197000,30,29,1,1,15/03/2018 05:36:37,1521093600000.0,1.09,7.94,15/03/2018 06:00
106639,49.0,OPEN,1521092352000,40,13,27,0,15/03/2018 05:39:12,1521093600000.0,1.09,7.94,15/03/2018 06:00
106641,7.0,OPEN,1521092254000,29,18,11,1,15/03/2018 05:37:34,1521093600000.0,1.09,7.94,15/03/2018 06:00
106642,60.0,OPEN,1521092287000,30,26,4,1,15/03/2018 05:38:07,1521093600000.0,1.09,7.94,15/03/2018 06:00
106644,38.0,OPEN,1521092365000,40,27,13,0,15/03/2018 05:39:25,1521093600000.0,1.09,7.94,15/03/2018 06:00
106647,66.0,OPEN,1521092374000,40,23,17,0,15/03/2018 05:39:34,1521093600000.0,1.09,7.94,15/03/2018 06:00
106655,76.0,OPEN,1521092367000,38,29,9,0,15/03/2018 05:39:27,1521093600000.0,1.09,7.94,15/03/2018 06:00
106656,71.0,OPEN,1521092197000,40,3,37,1,15/03/2018 05:36:37,1521093600000.0,1.09,7.94,15/03/2018 06:00
106657,79.0,OPEN,1521092124000,27,18,9,0,15/03/2018 05:35:24,1521093600000.0,1.09,7.94,15/03/2018 06:00
106661,37.0,OPEN,1521092183000,30,2,28,1,15/03/2018 05:36:23,1521093600000.0,1.09,7.94,15/03/2018 06:00
106662,59.0,OPEN,1521092177000,20,19,1,0,15/03/2018 05:36:17,1521093600000.0,1.09,7.94,15/03/2018 06:00
106665,36.0,OPEN,1521092158000,40,0,40,1,15/03/2018 05:35:58,1521093600000.0,1.09,7.94,15/03/2018 06:00
106671,2.0,OPEN,1521092102000,20,18,2,1,15/03/2018 05:35:02,1521093600000.0,1.09,7.94,15/03/2018 06:00
106673,26.0,OPEN,1521092200000,20,3,17,1,15/03/2018 05:36:40,1521093600000.0,1.09,7.94,15/03/2018 06:00
106675,15.0,OPEN,1521092098000,16,14,2,0,15/03/2018 05:34:58,1521093600000.0,1.09,7.94,15/03/2018 06:00
106680,24.0,OPEN,1521092167000,20,17,3,0,15/03/2018 05:36:07,1521093600000.0,1.09,7.94,15/03/2018 06:00
106681,64.0,CLOSED,1521092113000,40,0,0,1,15/03/2018 05:35:13,1521093600000.0,1.09,7.94,15/03/2018 06:00
106683,33.0,OPEN,1521092283000,23,6,17,1,15/03/2018 05:38:03,1521093600000.0,1.09,7.94,15/03/2018 06:00
106684,44.0,OPEN,1521092179000,30,27,3,0,15/03/2018 05:36:19,1521093600000.0,1.09,7.94,15/03/2018 06:00
106685,89.0,CLOSED,1521092374000,40,0,0,1,15/03/2018 05:39:34,1521093600000.0,1.09,7.94,15/03/2018 06:00
106693,70.0,OPEN,1521092300000,40,11,29,1,15/03/2018 05:38:20,1521093600000.0,1.09,7.94,15/03/2018 06:00
106694,28.0,OPEN,1521092220000,30,27,3,0,15/03/2018 05:37:00,1521093600000.0,1.09,7.94,15/03/2018 06:00
106697,92.0,OPEN,1521092188000,40,32,8,0,15/03/2018 05:36:28,1521093600000.0,1.09,7.94,15/03/2018 06:00
106698,21.0,OPEN,1521092168000,30,3,27,0,15/03/2018 05:36:08,1521093600000.0,1.09,7.94,15/03/2018 06:00
106700,42.0,OPEN,1521092555000,30,9,21,1,15/03/2018 05:42:35,1521093600000.0,1.09,7.94,15/03/2018 06:00
106702,54.0,OPEN,1521092520000,33,2,31,0,15/03/2018 05:42:00,1521093600000.0,1.09,7.94,15/03/2018 06:00
106703,56.0,OPEN,1521092423000,40,6,34,0,15/03/2018 05:40:23,1521093600000.0,1.09,7.94,15/03/2018 06:00
106704,6.0,OPEN,1521092457000,20,4,16,0,15/03/2018 05:40:57,1521093600000.0,1.09,7.94,15/03/2018 06:00
106706,32.0,OPEN,1521092570000,30,5,25,1,15/03/2018 05:42:50,1521093600000.0,1.09,7.94,15/03/2018 06:00
106708,48.0,OPEN,1521092479000,40,8,32,0,15/03/2018 05:41:19,1521093600000.0,1.09,7.94,15/03/2018 06:00
106709,13.0,OPEN,1521092450000,30,0,30,0,15/03/2018 05:40:50,1521093600000.0,1.09,7.94,15/03/2018 06:00
106710,43.0,OPEN,1521092634000,30,22,8,1,15/03/2018 05:43:54,1521093600000.0,1.09,7.94,15/03/2018 06:00
106711,81.0,OPEN,1521092471000,40,37,3,0,15/03/2018 05:41:11,1521093600000.0,1.09,7.94,15/03/2018 06:00
106713,98.0,OPEN,1521092497000,30,0,30,1,15/03/2018 05:41:37,1521093600000.0,1.09,7.94,15/03/2018 06:00
106714,14.0,OPEN,1521092481000,30,0,30,0,15/03/2018 05:41:21,1521093600000.0,1.09,7.94,15/03/2018 06:00
106717,68.0,OPEN,1521092437000,40,5,35,1,15/03/2018 05:40:37,1521093600000.0,1.09,7.94,15/03/2018 06:00
106720,84.0,OPEN,1521092487000,30,17,13,0,15/03/2018 05:41:27,1521093600000.0,1.09,7.94,15/03/2018 06:00
106722,11.0,OPEN,1521092461000,30,0,30,0,15/03/2018 05:41:01,1521093600000.0,1.09,7.94,15/03/2018 06:00
106723,17.0,OPEN,1521092456000,20,7,13,0,15/03/2018 05:40:56,1521093600000.0,1.09,7.94,15/03/2018 06:00
106725,72.0,OPEN,1521092483000,31,26,5,0,15/03/2018 05:41:23,1521093600000.0,1.09,7.94,15/03/2018 06:00
106726,63.0,OPEN,1521092483000,35,1,34,0,15/03/2018 05:41:23,1521093600000.0,1.09,7.94,15/03/2018 06:00
106727,91.0,OPEN,1521092478000,30,4,26,0,15/03/2018 05:41:18,1521093600000.0,1.09,7.94,15/03/2018 06:00
106728,99.0,OPEN,1521092474000,30,4,26,0,15/03/2018 05:41:14,1521093600000.0,1.09,7.94,15/03/2018 06:00
106729,9.0,OPEN,1521092600000,24,1,23,0,15/03/2018 05:43:20,1521093600000.0,1.09,7.94,15/03/2018 06:00
106730,67.0,OPEN,1521092671000,40,17,23,0,15/03/2018 05:44:31,1521093600000.0,1.09,7.94,15/03/2018 06:00
106731,55.0,OPEN,1521092474000,36,1,35,0,15/03/2018 05:41:14,1521093600000.0,1.09,7.94,15/03/2018 06:00
106732,62.0,OPEN,1521092481000,40,3,37,0,15/03/2018 05:41:21,1521093600000.0,1.09,7.94,15/03/2018 06:00
106733,5.0,OPEN,1521092469000,40,36,4,0,15/03/2018 05:41:09,1521093600000.0,1.09,7.94,15/03/2018 06:00
106734,97.0,OPEN,1521092597000,40,36,4,1,15/03/2018 05:43:17,1521093600000.0,1.09,7.94,15/03/2018 06:00
106736,77.0,OPEN,1521092475000,29,1,28,0,15/03/2018 05:41:15,1521093600000.0,1.09,7.94,15/03/2018 06:00
106738,4.0,OPEN,1521092473000,20,3,17,0,15/03/2018 05:41:13,1521093600000.0,1.09,7.94,15/03/2018 06:00
106740,19.0,OPEN,1521092634000,30,7,23,0,15/03/2018 05:43:54,1521093600000.0,1.09,7.94,15/03/2018 06:00
106742,60.0,OPEN,1521092672000,30,25,5,1,15/03/2018 05:44:32,1521093600000.0,1.09,7.94,15/03/2018 06:00
106743,102.0,OPEN,1521092486000,40,40,0,0,15/03/2018 05:41:26,1521093600000.0,1.09,7.94,15/03/2018 06:00
106745,53.0,OPEN,1521092510000,40,2,38,0,15/03/2018 05:41:50,1521093600000.0,1.09,7.94,15/03/2018 06:00
106746,58.0,OPEN,1521092486000,40,4,36,1,15/03/2018 05:41:26,1521093600000.0,1.09,7.94,15/03/2018 06:00
106747,66.0,OPEN,1521092626000,40,14,26,0,15/03/2018 05:43:46,1521093600000.0,1.09,7.94,15/03/2018 06:00
106748,101.0,OPEN,1521092669000,30,27,3,0,15/03/2018 05:44:29,1521093600000.0,1.09,7.94,15/03/2018 06:00
106749,47.0,OPEN,1521092464000,40,7,33,0,15/03/2018 05:41:04,1521093600000.0,1.09,7.94,15/03/2018 06:00
106750,8.0,OPEN,1521092540000,30,7,23,0,15/03/2018 05:42:20,1521093600000.0,1.09,7.94,15/03/2018 06:00
106751,27.0,OPEN,1521092457000,20,0,20,0,15/03/2018 05:40:57,1521093600000.0,1.09,7.94,15/03/2018 06:00
106752,16.0,OPEN,1521092449000,20,2,18,0,15/03/2018 05:40:49,1521093600000.0,1.09,7.94,15/03/2018 06:00
106753,96.0,OPEN,1521092481000,30,13,17,0,15/03/2018 05:41:21,1521093600000.0,1.09,7.94,15/03/2018 06:00
106754,82.0,OPEN,1521092605000,22,12,10,0,15/03/2018 05:43:25,1521093600000.0,1.09,7.94,15/03/2018 06:00
106755,76.0,OPEN,1521092424000,38,29,9,0,15/03/2018 05:40:24,1521093600000.0,1.09,7.94,15/03/2018 06:00
106758,69.0,OPEN,1521092578000,40,14,26,0,15/03/2018 05:42:58,1521093600000.0,1.09,7.94,15/03/2018 06:00
106759,25.0,OPEN,1521092566000,30,5,25,0,15/03/2018 05:42:46,1521093600000.0,1.09,7.94,15/03/2018 06:00
106760,51.0,OPEN,1521092473000,40,0,40,0,15/03/2018 05:41:13,1521093600000.0,1.09,7.94,15/03/2018 06:00
106763,95.0,OPEN,1521092484000,40,37,3,1,15/03/2018 05:41:24,1521093600000.0,1.09,7.94,15/03/2018 06:00
106764,94.0,OPEN,1521092485000,40,40,0,0,15/03/2018 05:41:25,1521093600000.0,1.09,7.94,15/03/2018 06:00
106766,93.0,OPEN,1521092478000,40,40,0,0,15/03/2018 05:41:18,1521093600000.0,1.09,7.94,15/03/2018 06:00
106767,22.0,OPEN,1521092457000,20,7,13,0,15/03/2018 05:40:57,1521093600000.0,1.09,7.94,15/03/2018 06:00
106768,12.0,OPEN,1521092443000,20,15,5,0,15/03/2018 05:40:43,1521093600000.0,1.09,7.94,15/03/2018 06:00
106769,34.0,OPEN,1521092638000,30,25,5,0,15/03/2018 05:43:58,1521093600000.0,1.09,7.94,15/03/2018 06:00
106770,78.0,OPEN,1521092485000,40,37,3,0,15/03/2018 05:41:25,1521093600000.0,1.09,7.94,15/03/2018 06:00
106772,75.0,OPEN,1521092460000,40,30,10,1,15/03/2018 05:41:00,1521093600000.0,1.09,7.94,15/03/2018 06:00
106774,65.0,OPEN,1521092454000,40,1,39,1,15/03/2018 05:40:54,1521093600000.0,1.09,7.94,15/03/2018 06:00
106776,86.0,OPEN,1521092556000,38,26,12,1,15/03/2018 05:42:36,1521093600000.0,1.09,7.94,15/03/2018 06:00
106777,35.0,OPEN,1521092636000,30,13,17,0,15/03/2018 05:43:56,1521093600000.0,1.09,7.94,15/03/2018 06:00
106778,10.0,OPEN,1521092458000,16,9,7,1,15/03/2018 05:40:58,1521093600000.0,1.09,7.94,15/03/2018 06:00
106779,100.0,OPEN,1521092482000,25,16,9,0,15/03/2018 05:41:22,1521093600000.0,1.09,7.94,15/03/2018 06:00
106782,85.0,OPEN,1521092453000,35,32,3,1,15/03/2018 05:40:53,1521093600000.0,1.09,7.94,15/03/2018 06:00
106783,33.0,OPEN,1521092669000,23,7,16,1,15/03/2018 05:44:29,1521093600000.0,1.09,7.94,15/03/2018 06:00
106786,57.0,OPEN,1521092472000,23,5,18,0,15/03/2018 05:41:12,1521093600000.0,1.09,7.94,15/03/2018 06:00
106787,80.0,OPEN,1521092467000,40,38,2,0,15/03/2018 05:41:07,1521093600000.0,1.09,7.94,15/03/2018 06:00
106788,41.0,OPEN,1521092486000,20,15,5,0,15/03/2018 05:41:26,1521093600000.0,1.09,7.94,15/03/2018 06:00
106789,3.0,OPEN,1521092423000,20,18,2,0,15/03/2018 05:40:23,1521093600000.0,1.09,7.94,15/03/2018 06:00
106790,46.0,OPEN,1521092535000,35,0,35,1,15/03/2018 05:42:15,1521093600000.0,1.09,7.94,15/03/2018 06:00
106791,40.0,OPEN,1521092448000,21,0,21,1,15/03/2018 05:40:48,1521093600000.0,1.09,7.94,15/03/2018 06:00
106792,29.0,OPEN,1521092456000,29,9,20,1,15/03/2018 05:40:56,1521093600000.0,1.09,7.94,15/03/2018 06:00
106795,39.0,OPEN,1521092465000,20,4,16,1,15/03/2018 05:41:05,1521093600000.0,1.09,7.94,15/03/2018 06:00
106796,83.0,OPEN,1521092579000,40,31,9,0,15/03/2018 05:42:59,1521093600000.0,1.09,7.94,15/03/2018 06:00
106799,88.0,OPEN,1521092477000,30,4,26,0,15/03/2018 05:41:17,1521093600000.0,1.09,7.94,15/03/2018 06:00
106800,42.0,OPEN,1521092707000,30,10,20,1,15/03/2018 05:45:07,1521093600000.0,1.09,7.94,15/03/2018 06:00
106801,30.0,OPEN,1521092785000,20,20,0,1,15/03/2018 05:46:25,1521093600000.0,1.09,7.94,15/03/2018 06:00
106805,18.0,OPEN,1521092831000,30,25,5,1,15/03/2018 05:47:11,1521093600000.0,1.09,7.94,15/03/2018 06:00
106806,32.0,OPEN,1521092731000,30,5,25,1,15/03/2018 05:45:31,1521093600000.0,1.09,7.94,15/03/2018 06:00
106807,52.0,OPEN,1521092747000,32,10,22,0,15/03/2018 05:45:47,1521093600000.0,1.09,7.94,15/03/2018 06:00
106810,43.0,OPEN,1521092934000,30,21,9,1,15/03/2018 05:48:54,1521093600000.0,1.09,7.94,15/03/2018 06:00
106812,31.0,OPEN,1521092976000,20,9,11,0,15/03/2018 05:49:36,1521093600000.0,1.09,7.94,15/03/2018 06:00
106813,98.0,OPEN,1521092971000,30,1,29,1,15/03/2018 05:49:31,1521093600000.0,1.09,7.94,15/03/2018 06:00
106815,1.0,OPEN,1521092781000,31,6,25,0,15/03/2018 05:46:21,1521093600000.0,1.09,7.94,15/03/2018 06:00
106816,23.0,OPEN,1521092973000,30,4,26,1,15/03/2018 05:49:33,1521093600000.0,1.09,7.94,15/03/2018 06:00
106817,68.0,OPEN,1521092937000,40,5,35,1,15/03/2018 05:48:57,1521093600000.0,1.09,7.94,15/03/2018 06:00
106818,74.0,OPEN,1521092806000,30,24,6,0,15/03/2018 05:46:46,1521093600000.0,1.09,7.94,15/03/2018 06:00
106819,87.0,OPEN,1521092936000,38,20,18,1,15/03/2018 05:48:56,1521093600000.0,1.09,7.94,15/03/2018 06:00
106820,84.0,OPEN,1521092965000,30,17,13,0,15/03/2018 05:49:25,1521093600000.0,1.09,7.94,15/03/2018 06:00
106821,90.0,CLOSED,1521092816000,40,0,0,0,15/03/2018 05:46:56,1521093600000.0,1.09,7.94,15/03/2018 06:00
106822,11.0,OPEN,1521092894000,30,1,29,0,15/03/2018 05:48:14,1521093600000.0,1.09,7.94,15/03/2018 06:00
106823,17.0,OPEN,1521092780000,20,7,13,0,15/03/2018 05:46:20,1521093600000.0,1.09,7.94,15/03/2018 06:00
106824,45.0,OPEN,1521092953000,30,18,12,0,15/03/2018 05:49:13,1521093600000.0,1.09,7.94,15/03/2018 06:00
106830,67.0,OPEN,1521092963000,40,14,26,0,15/03/2018 05:49:23,1521093600000.0,1.09,7.94,15/03/2018 06:00
106833,5.0,OPEN,1521092960000,40,36,4,0,15/03/2018 05:49:20,1521093600000.0,1.09,7.94,15/03/2018 06:00
106835,61.0,OPEN,1521092907000,25,23,2,1,15/03/2018 05:48:27,1521093600000.0,1.09,7.94,15/03/2018 06:00
106837,73.0,OPEN,1521092806000,30,28,2,1,15/03/2018 05:46:46,1521093600000.0,1.09,7.94,15/03/2018 06:00
106839,49.0,OPEN,1521092961000,40,13,27,0,15/03/2018 05:49:21,1521093600000.0,1.09,7.94,15/03/2018 06:00
106841,7.0,OPEN,1521092863000,29,18,11,1,15/03/2018 05:47:43,1521093600000.0,1.09,7.94,15/03/2018 06:00
106842,60.0,OPEN,1521092718000,30,23,7,1,15/03/2018 05:45:18,1521093600000.0,1.09,7.94,15/03/2018 06:00
106844,38.0,OPEN,1521092975000,40,27,13,0,15/03/2018 05:49:35,1521093600000.0,1.09,7.94,15/03/2018 06:00
106846,58.0,OPEN,1521092881000,40,5,35,1,15/03/2018 05:48:01,1521093600000.0,1.09,7.94,15/03/2018 06:00
106847,66.0,OPEN,1521092733000,40,6,34,0,15/03/2018 05:45:33,1521093600000.0,1.09,7.94,15/03/2018 06:00
106848,101.0,OPEN,1521092728000,30,25,5,0,15/03/2018 05:45:28,1521093600000.0,1.09,7.94,15/03/2018 06:00
106855,76.0,OPEN,1521092838000,38,28,10,0,15/03/2018 05:47:18,1521093600000.0,1.09,7.94,15/03/2018 06:00
106856,71.0,OPEN,1521092808000,40,2,38,1,15/03/2018 05:46:48,1521093600000.0,1.09,7.94,15/03/2018 06:00
106857,79.0,OPEN,1521092733000,27,18,9,0,15/03/2018 05:45:33,1521093600000.0,1.09,7.94,15/03/2018 06:00
106861,37.0,OPEN,1521092792000,30,2,28,1,15/03/2018 05:46:32,1521093600000.0,1.09,7.94,15/03/2018 06:00
106862,59.0,OPEN,1521092785000,20,19,1,0,15/03/2018 05:46:25,1521093600000.0,1.09,7.94,15/03/2018 06:00
106865,36.0,OPEN,1521092767000,40,0,40,1,15/03/2018 05:46:07,1521093600000.0,1.09,7.94,15/03/2018 06:00
106870,78.0,OPEN,1521092805000,40,37,3,0,15/03/2018 05:46:45,1521093600000.0,1.09,7.94,15/03/2018 06:00
106871,2.0,OPEN,1521092712000,20,18,2,1,15/03/2018 05:45:12,1521093600000.0,1.09,7.94,15/03/2018 06:00
106873,26.0,OPEN,1521092812000,20,3,17,1,15/03/2018 05:46:52,1521093600000.0,1.09,7.94,15/03/2018 06:00
106875,15.0,OPEN,1521092813000,16,12,4,0,15/03/2018 05:46:53,1521093600000.0,1.09,7.94,15/03/2018 06:00
106880,24.0,OPEN,1521092776000,20,17,3,0,15/03/2018 05:46:16,1521093600000.0,1.09,7.94,15/03/2018 06:00
106881,64.0,CLOSED,1521092721000,40,0,0,1,15/03/2018 05:45:21,1521093600000.0,1.09,7.94,15/03/2018 06:00
106884,44.0,OPEN,1521092762000,30,26,4,0,15/03/2018 05:46:02,1521093600000.0,1.09,7.94,15/03/2018 06:00
106888,41.0,OPEN,1521092845000,20,15,5,0,15/03/2018 05:47:25,1521093600000.0,1.09,7.94,15/03/2018 06:00
106893,70.0,OPEN,1521092974000,40,11,29,1,15/03/2018 05:49:34,1521093600000.0,1.09,7.94,15/03/2018 06:00
106894,28.0,OPEN,1521092829000,30,26,4,0,15/03/2018 05:47:09,1521093600000.0,1.09,7.94,15/03/2018 06:00
106897,92.0,OPEN,1521092797000,40,32,8,0,15/03/2018 05:46:37,1521093600000.0,1.09,7.94,15/03/2018 06:00
106898,21.0,OPEN,1521092777000,30,3,27,0,15/03/2018 05:46:17,1521093600000.0,1.09,7.94,15/03/2018 06:00
106902,54.0,OPEN,1521093130000,33,2,31,0,15/03/2018 05:52:10,1521093600000.0,1.09,7.94,15/03/2018 06:00
106903,56.0,OPEN,1521093033000,40,5,35,0,15/03/2018 05:50:33,1521093600000.0,1.09,7.94,15/03/2018 06:00
106904,6.0,OPEN,1521093066000,20,4,16,0,15/03/2018 05:51:06,1521093600000.0,1.09,7.94,15/03/2018 06:00
106907,52.0,OPEN,1521092985000,32,11,21,0,15/03/2018 05:49:45,1521093600000.0,1.09,7.94,15/03/2018 06:00
106908,48.0,OPEN,1521093157000,40,9,31,0,15/03/2018 05:52:37,1521093600000.0,1.09,7.94,15/03/2018 06:00
106909,13.0,OPEN,1521093059000,30,0,30,0,15/03/2018 05:50:59,1521093600000.0,1.09,7.94,15/03/2018 06:00
