STATION_NUMBER,TIME,STATUS,NUMBER_OF_BIKES,NUMBER_OF_STANDS,NUMBER_OF_SPACES
1,1523089648000,OPEN,31,31,0
1,1523090257000,OPEN,31,31,0
1,1523090257000,OPEN,31,31,0
1,1523090866000,OPEN,31,31,0
1,1523090866000,OPEN,31,31,0
1,1523091475000,OPEN,31,31,0
1,1523091475000,OPEN,31,31,0
1,1523092084000,OPEN,31,31,0
1,1523092084000,OPEN,31,31,0
1,1523092775000,OPEN,31,31,0
1,1523092935000,OPEN,31,31,0
1,1523093350000,OPEN,31,31,0
1,1523093564000,OPEN,31,31,0
1,1523093564000,OPEN,31,31,0
1,1523094173000,OPEN,31,31,0
1,1523094561000,OPEN,29,31,2
1,1523094561000,OPEN,29,31,2
1,1523095127000,OPEN,30,31,1
1,1523095459000,OPEN,31,31,0
1,1523095719000,OPEN,31,31,0
1,1523096052000,OPEN,30,31,1
1,1523096290000,OPEN,30,31,1
1,1523096593000,OPEN,29,31,2
1,1523096702000,OPEN,30,31,1
1,1523097025000,OPEN,31,31,0
1,1523097025000,OPEN,31,31,0
1,1523097635000,OPEN,31,31,0
1,1523098103000,OPEN,31,31,0
1,1523098374000,OPEN,31,31,0
1,1523098729000,OPEN,31,31,0
1,1523098898000,OPEN,31,31,0
1,1523098898000,OPEN,31,31,0
1,1523099506000,OPEN,31,31,0
1,1523099777000,OPEN,30,31,1
1,1523100275000,OPEN,30,31,1
1,1523100464000,OPEN,29,31,2
1,1523100861000,OPEN,31,31,0
1,1523100911000,OPEN,31,31,0
1,1523101471000,OPEN,31,31,0
1,1523101492000,OPEN,31,31,0
1,1523102057000,OPEN,30,31,1
1,1523102272000,OPEN,29,31,2
1,1523102660000,OPEN,30,31,1
1,1523102964000,OPEN,31,31,0
1,1523103195000,OPEN,31,31,0
1,1523103527000,OPEN,29,31,2
1,1523103877000,OPEN,31,31,0
1,1523104141000,OPEN,30,31,1
1,1523104141000,OPEN,30,31,1
1,1523104726000,OPEN,31,31,0
1,1523104726000,OPEN,31,31,0
1,1523105335000,OPEN,31,31,0
1,1523105545000,OPEN,29,31,2
1,1523105545000,OPEN,29,31,2
1,1523106236000,OPEN,30,31,1
1,1523106504000,OPEN,30,31,1
1,1523106794000,OPEN,30,31,1
1,1523107174000,OPEN,31,31,0
1,1523107174000,OPEN,31,31,0
1,1523107174000,OPEN,31,31,0
1,1523107783000,OPEN,31,31,0
1,1523107783000,OPEN,31,31,0
1,1523108393000,OPEN,31,31,0
1,1523108785000,OPEN,31,31,0
1,1523108785000,OPEN,31,31,0
1,1523109394000,OPEN,31,31,0
1,1523109835000,OPEN,31,31,0
1,1523110001000,OPEN,30,31,1
1,1523110356000,OPEN,30,31,1
1,1523110716000,OPEN,28,31,3
1,1523111064000,OPEN,28,31,3
1,1523111376000,OPEN,28,31,3
1,1523111659000,OPEN,30,31,1
1,1523111840000,OPEN,31,31,0
1,1523112150000,OPEN,30,31,1
1,1523112150000,OPEN,30,31,1
1,1523112821000,OPEN,30,31,1
1,1523113172000,OPEN,29,31,2
1,1523113473000,OPEN,28,31,3
1,1523113745000,OPEN,30,31,1
1,1523113954000,OPEN,31,31,0
1,1523114376000,OPEN,30,31,1
1,1523114673000,OPEN,31,31,0
1,1523114795000,OPEN,31,31,0
1,1523114795000,OPEN,31,31,0
1,1523115405000,OPEN,31,31,0
1,1523115405000,OPEN,31,31,0
1,1523116014000,OPEN,31,31,0
1,1523116332000,OPEN,31,31,0
1,1523116624000,OPEN,31,31,0
1,1523116960000,OPEN,31,31,0
1,1523117322000,OPEN,30,31,1
1,1523117542000,OPEN,30,31,1
1,1523117889000,OPEN,30,31,1
1,1523118239000,OPEN,31,31,0
1,1523118555000,OPEN,31,31,0
1,1523118555000,OPEN,31,31,0
1,1523118978000,OPEN,31,31,0
1,1523118978000,OPEN,31,31,0
1,1523119588000,OPEN,31,31,0
1,1523119588000,OPEN,31,31,0
1,1523120366000,OPEN,30,31,1
1,1523120409000,OPEN,29,31,2
1,1523120730000,OPEN,29,31,2
1,1523121194000,OPEN,30,31,1
1,1523121438000,OPEN,31,31,0
1,1523121438000,OPEN,31,31,0
1,1523122048000,OPEN,31,31,0
1,1523122048000,OPEN,31,31,0
1,1523122658000,OPEN,31,31,0
1,1523123044000,OPEN,30,31,1
1,1523123334000,OPEN,30,31,1
1,1523123334000,OPEN,30,31,1
1,1523123788000,OPEN,29,31,2
1,1523124207000,OPEN,29,31,2
1,1523124207000,OPEN,29,31,2
1,1523124630000,OPEN,27,31,4
1,1523125153000,OPEN,27,31,4
1,1523125195000,OPEN,27,31,4
1,1523125536000,OPEN,25,31,6
1,1523126013000,OPEN,24,31,7
1,1523126013000,OPEN,24,31,7
1,1523126585000,OPEN,25,31,6
1,1523126882000,OPEN,26,31,5
1,1523127176000,OPEN,27,31,4
1,1523127176000,OPEN,27,31,4
1,1523127622000,OPEN,26,31,5
1,1523127983000,OPEN,26,31,5
1,1523128355000,OPEN,26,31,5
1,1523128355000,OPEN,26,31,5
1,1523128946000,OPEN,29,31,2
1,1523129268000,OPEN,29,31,2
1,1523129268000,OPEN,29,31,2
1,1523129877000,OPEN,28,31,3
1,1523130098000,OPEN,29,31,2
1,1523130098000,OPEN,29,31,2
1,1523130708000,OPEN,29,31,2
1,1523130708000,OPEN,29,31,2
1,1523131290000,OPEN,29,31,2
1,1523131770000,OPEN,29,31,2
1,1523131901000,OPEN,29,31,2
1,1523132124000,OPEN,28,31,3
1,1523132124000,OPEN,28,31,3
1,1523132966000,OPEN,29,31,2
1,1523132966000,OPEN,29,31,2
1,1523133576000,OPEN,29,31,2
1,1523133576000,OPEN,29,31,2
1,1523134011000,OPEN,29,31,2
1,1523134011000,OPEN,29,31,2
1,1523134772000,OPEN,28,31,3
1,1523134892000,OPEN,28,31,3
1,1523134892000,OPEN,28,31,3
1,1523135500000,OPEN,28,31,3
1,1523135500000,OPEN,28,31,3
1,1523136157000,OPEN,30,31,1
1,1523136157000,OPEN,30,31,1
1,1523136767000,OPEN,30,31,1
1,1523136767000,OPEN,30,31,1
1,1523137376000,OPEN,30,31,1
1,1523137376000,OPEN,30,31,1
1,1523137891000,OPEN,29,31,2
1,1523138191000,OPEN,29,31,2
1,1523138442000,OPEN,29,31,2
1,1523138442000,OPEN,29,31,2
1,1523139261000,OPEN,29,31,2
1,1523139312000,OPEN,29,31,2
1,1523139312000,OPEN,29,31,2
1,1523140162000,OPEN,28,31,3
1,1523140456000,OPEN,27,31,4
1,1523140580000,OPEN,27,31,4
1,1523140580000,OPEN,27,31,4
1,1523141342000,OPEN,27,31,4
1,1523141342000,OPEN,27,31,4
1,1523141952000,OPEN,26,31,5
1,1523141952000,OPEN,26,31,5
1,1523142563000,OPEN,26,31,5
1,1523142563000,OPEN,26,31,5
1,1523143173000,OPEN,26,31,5
1,1523143331000,OPEN,26,31,5
1,1523143331000,OPEN,26,31,5
1,1523143969000,OPEN,25,31,6
1,1523143969000,OPEN,25,31,6
1,1523144579000,OPEN,25,31,6
1,1523144579000,OPEN,25,31,6
1,1523145188000,OPEN,25,31,6
1,1523145188000,OPEN,25,31,6
1,1523145798000,OPEN,25,31,6
1,1523145798000,OPEN,25,31,6
1,1523146408000,OPEN,25,31,6
1,1523146408000,OPEN,25,31,6
1,1523147018000,OPEN,25,31,6
1,1523147018000,OPEN,25,31,6
1,1523147671000,OPEN,25,31,6
1,1523147694000,OPEN,25,31,6
1,1523147694000,OPEN,25,31,6
1,1523148303000,OPEN,25,31,6
1,1523148303000,OPEN,25,31,6
1,1523148912000,OPEN,25,31,6
1,1523148912000,OPEN,25,31,6
1,1523149521000,OPEN,25,31,6
1,1523149521000,OPEN,25,31,6
1,1523150130000,OPEN,25,31,6
1,1523150130000,OPEN,25,31,6
1,1523150739000,OPEN,25,31,6
1,1523151218000,OPEN,25,31,6
1,1523151327000,OPEN,25,31,6
1,1523151327000,OPEN,25,31,6
1,1523151936000,OPEN,25,31,6
1,1523151936000,OPEN,25,31,6
1,1523152545000,OPEN,25,31,6
1,1523152545000,OPEN,25,31,6
1,1523153154000,OPEN,25,31,6
1,1523153154000,OPEN,25,31,6
1,1523153764000,OPEN,25,31,6
1,1523153764000,OPEN,25,31,6
1,1523154372000,OPEN,25,31,6
1,1523154372000,OPEN,25,31,6
1,1523154981000,OPEN,25,31,6
1,1523154981000,OPEN,25,31,6
1,1523155590000,OPEN,25,31,6
1,1523155590000,OPEN,25,31,6
1,1523156200000,OPEN,25,31,6
1,1523156200000,OPEN,25,31,6
1,1523156810000,OPEN,25,31,6
1,1523156810000,OPEN,25,31,6
1,1523157419000,OPEN,25,31,6
1,1523157419000,OPEN,25,31,6
1,1523158028000,OPEN,25,31,6
1,1523158028000,OPEN,25,31,6
1,1523158637000,OPEN,25,31,6
1,1523158637000,OPEN,25,31,6
1,1523159246000,OPEN,25,31,6
1,1523159246000,OPEN,25,31,6
1,1523159855000,OPEN,25,31,6
1,1523160046000,OPEN,25,31,6
1,1523160046000,OPEN,25,31,6
1,1523160656000,OPEN,25,31,6
1,1523160656000,OPEN,25,31,6
1,1523161265000,OPEN,25,31,6
1,1523161619000,OPEN,26,31,5
1,1523161619000,OPEN,26,31,5
1,1523162228000,OPEN,26,31,5
1,1523162228000,OPEN,26,31,5
1,1523162836000,OPEN,26,31,5
1,1523162836000,OPEN,26,31,5
1,1523163445000,OPEN,26,31,5
1,1523163445000,OPEN,26,31,5
1,1523164055000,OPEN,26,31,5
1,1523164055000,OPEN,26,31,5
1,1523164664000,OPEN,26,31,5
1,1523164664000,OPEN,26,31,5
1,1523165339000,OPEN,25,31,6
1,1523165339000,OPEN,25,31,6
1,1523165974000,OPEN,25,31,6
1,1523165974000,OPEN,25,31,6
1,1523165974000,OPEN,25,31,6
1,1523166760000,OPEN,26,31,5
1,1523166760000,OPEN,26,31,5
1,1523167369000,OPEN,26,31,5
1,1523167369000,OPEN,26,31,5
1,1523167978000,OPEN,26,31,5
1,1523167978000,OPEN,26,31,5
1,1523168666000,OPEN,27,31,4
1,1523168844000,OPEN,28,31,3
1,1523168844000,OPEN,28,31,3
1,1523169454000,OPEN,28,31,3
1,1523169454000,OPEN,28,31,3
1,1523170063000,OPEN,28,31,3
1,1523170379000,OPEN,30,31,1
1,1523170379000,OPEN,30,31,1
1,1523170988000,OPEN,30,31,1
1,1523170988000,OPEN,30,31,1
1,1523171597000,OPEN,30,31,1
1,1523171597000,OPEN,30,31,1
1,1523172243000,OPEN,30,31,1
1,1523172243000,OPEN,30,31,1
1,1523172852000,OPEN,29,31,2
1,1523172852000,OPEN,29,31,2
1,1523173375000,OPEN,31,31,0
1,1523173375000,OPEN,31,31,0
1,1523173984000,OPEN,31,31,0
1,1523173984000,OPEN,31,31,0
1,1523174607000,OPEN,21,31,10
1,1523174607000,OPEN,21,31,10
1,1523175163000,OPEN,13,31,18
1,1523175163000,OPEN,13,31,18
1,1523175772000,OPEN,13,31,18
1,1523175998000,OPEN,14,31,17
1,1523176374000,OPEN,16,31,15
1,1523176374000,OPEN,16,31,15
1,1523177053000,OPEN,17,31,14
1,1523177201000,OPEN,18,31,13
1,1523177201000,OPEN,18,31,13
1,1523177810000,OPEN,18,31,13
1,1523178200000,OPEN,20,31,11
1,1523178200000,OPEN,20,31,11
1,1523178809000,OPEN,20,31,11
1,1523178809000,OPEN,20,31,11
1,1523179419000,OPEN,20,31,11
1,1523179678000,OPEN,21,31,10
1,1523179847000,OPEN,22,31,9
1,1523179847000,OPEN,22,31,9
1,1523180589000,OPEN,22,31,9
1,1523180944000,OPEN,22,31,9
1,1523181098000,OPEN,25,31,6
1,1523181379000,OPEN,25,31,6
1,1523181379000,OPEN,25,31,6
1,1523182104000,OPEN,26,31,5
1,1523182104000,OPEN,26,31,5
1,1523182706000,OPEN,27,31,4
1,1523182706000,OPEN,27,31,4
1,1523183102000,OPEN,28,31,3
1,1523183497000,OPEN,27,31,4
1,1523183760000,OPEN,28,31,3
1,1523184019000,OPEN,29,31,2
1,1523184501000,OPEN,28,31,3
1,1523184808000,OPEN,28,31,3
1,1523185010000,OPEN,31,31,0
1,1523185010000,OPEN,31,31,0
1,1523185619000,OPEN,31,31,0
1,1523185619000,OPEN,31,31,0
1,1523186370000,OPEN,27,31,4
1,1523186675000,OPEN,14,31,17
1,1523186675000,OPEN,14,31,17
1,1523187226000,OPEN,16,31,15
1,1523187369000,OPEN,17,31,14
1,1523187724000,OPEN,19,31,12
1,1523188062000,OPEN,22,31,9
1,1523188310000,OPEN,23,31,8
1,1523188772000,OPEN,25,31,6
1,1523189072000,OPEN,25,31,6
1,1523189340000,OPEN,26,31,5
1,1523189340000,OPEN,26,31,5
1,1523189889000,OPEN,25,31,6
1,1523190278000,OPEN,26,31,5
1,1523190330000,OPEN,29,31,2
1,1523190802000,OPEN,28,31,3
1,1523190802000,OPEN,28,31,3
1,1523191411000,OPEN,27,31,4
1,1523191511000,OPEN,29,31,2
1,1523191511000,OPEN,29,31,2
1,1523192323000,OPEN,31,31,0
1,1523192662000,OPEN,30,31,1
1,1523192885000,OPEN,30,31,1
1,1523193093000,OPEN,29,31,2
1,1523193093000,OPEN,29,31,2
1,1523193728000,OPEN,30,31,1
1,1523194098000,OPEN,29,31,2
1,1523194249000,OPEN,31,31,0
1,1523194249000,OPEN,31,31,0
1,1523194975000,OPEN,30,31,1
1,1523194975000,OPEN,30,31,1
1,1523195565000,OPEN,31,31,0
1,1523195795000,OPEN,31,31,0
1,1523196207000,OPEN,23,31,8
1,1523196576000,OPEN,16,31,15
1,1523196829000,OPEN,13,31,18
1,1523196829000,OPEN,13,31,18
1,1523197439000,OPEN,12,31,19
1,1523197439000,OPEN,12,31,19
1,1523198048000,OPEN,12,31,19
1,1523198262000,OPEN,11,31,20
1,1523198262000,OPEN,11,31,20
1,1523198872000,OPEN,10,31,21
1,1523199101000,OPEN,11,31,20
1,1523199101000,OPEN,11,31,20
1,1523199696000,OPEN,11,31,20
1,1523200055000,OPEN,11,31,20
1,1523200286000,OPEN,12,31,19
1,1523200771000,OPEN,9,31,22
1,1523201008000,OPEN,7,31,24
1,1523201351000,OPEN,7,31,24
1,1523201351000,OPEN,7,31,24
1,1523201822000,OPEN,8,31,23
1,1523202110000,OPEN,8,31,23
1,1523202110000,OPEN,8,31,23
1,1523202664000,OPEN,8,31,23
1,1523202975000,OPEN,8,31,23
1,1523202975000,OPEN,8,31,23
1,1523203584000,OPEN,7,31,24
1,1523204069000,OPEN,6,31,25
1,1523204358000,OPEN,2,31,29
1,1523204358000,OPEN,2,31,29
1,1523204968000,OPEN,1,31,30
1,1523204968000,OPEN,1,31,30
1,1523205553000,OPEN,3,31,28
1,1523205690000,OPEN,3,31,28
1,1523206046000,OPEN,2,31,29
1,1523206381000,OPEN,0,31,31
1,1523206686000,OPEN,1,31,30
1,1523206686000,OPEN,1,31,30
1,1523207295000,OPEN,1,31,30
1,1523207295000,OPEN,1,31,30
1,1523207763000,OPEN,0,31,31
1,1523207763000,OPEN,0,31,31
1,1523208522000,OPEN,0,31,31
1,1523208522000,OPEN,0,31,31
1,1523209131000,OPEN,0,31,31
1,1523209131000,OPEN,0,31,31
1,1523209741000,OPEN,0,31,31
1,1523209741000,OPEN,0,31,31
1,1523210237000,OPEN,1,31,30
1,1523210666000,OPEN,0,31,31
1,1523210666000,OPEN,0,31,31
1,1523211104000,OPEN,0,31,31
1,1523211529000,OPEN,2,31,29
1,1523211529000,OPEN,2,31,29
1,1523212138000,OPEN,2,31,29
1,1523212371000,OPEN,2,31,29
1,1523212371000,OPEN,2,31,29
1,1523212981000,OPEN,1,31,30
1,1523212981000,OPEN,1,31,30
1,1523213590000,OPEN,1,31,30
1,1523213590000,OPEN,1,31,30
1,1523214199000,OPEN,1,31,30
1,1523214379000,OPEN,0,31,31
1,1523214379000,OPEN,0,31,31
1,1523214988000,OPEN,0,31,31
1,1523214988000,OPEN,0,31,31
1,1523215597000,OPEN,0,31,31
1,1523215597000,OPEN,0,31,31
1,1523216206000,OPEN,0,31,31
1,1523216206000,OPEN,0,31,31
1,1523216815000,OPEN,0,31,31
1,1523216815000,OPEN,0,31,31
1,1523217424000,OPEN,0,31,31
1,1523217424000,OPEN,0,31,31
1,1523218034000,OPEN,0,31,31
1,1523218308000,OPEN,1,31,30
1,1523218308000,OPEN,1,31,30
1,1523218917000,OPEN,1,31,30
1,1523218917000,OPEN,1,31,30
1,1523219525000,OPEN,1,31,30
1,1523219525000,OPEN,1,31,30
1,1523220189000,OPEN,0,31,31
1,1523220189000,OPEN,0,31,31
1,1523220797000,OPEN,0,31,31
1,1523220797000,OPEN,0,31,31
1,1523221406000,OPEN,0,31,31
1,1523221406000,OPEN,0,31,31
1,1523222016000,OPEN,0,31,31
1,1523222016000,OPEN,0,31,31
1,1523222625000,OPEN,0,31,31
1,1523222625000,OPEN,0,31,31
1,1523223234000,OPEN,0,31,31
1,1523223234000,OPEN,0,31,31
1,1523223843000,OPEN,0,31,31
1,1523223843000,OPEN,0,31,31
1,1523224451000,OPEN,0,31,31
1,1523224451000,OPEN,0,31,31
1,1523225060000,OPEN,0,31,31
1,1523225060000,OPEN,0,31,31
1,1523225670000,OPEN,0,31,31
1,1523225670000,OPEN,0,31,31
1,1523225670000,OPEN,0,31,31
1,1523226371000,OPEN,1,31,30
1,1523226371000,OPEN,1,31,30
1,1523226980000,OPEN,1,31,30
1,1523226980000,OPEN,1,31,30
1,1523227589000,OPEN,1,31,30
1,1523227992000,OPEN,0,31,31
1,1523227992000,OPEN,0,31,31
1,1523228600000,OPEN,0,31,31
1,1523228600000,OPEN,0,31,31
1,1523229209000,OPEN,0,31,31
1,1523229209000,OPEN,0,31,31
1,1523229817000,OPEN,0,31,31
1,1523229817000,OPEN,0,31,31
1,1523230325000,OPEN,0,31,31
1,1523230325000,OPEN,0,31,31
1,1523230933000,OPEN,0,31,31
1,1523230933000,OPEN,0,31,31
1,1523231542000,OPEN,0,31,31
1,1523231542000,OPEN,0,31,31
1,1523232151000,OPEN,0,31,31
1,1523232151000,OPEN,0,31,31
1,1523232760000,OPEN,0,31,31
1,1523232760000,OPEN,0,31,31
1,1523233370000,OPEN,0,31,31
1,1523233370000,OPEN,0,31,31
1,1523233979000,OPEN,0,31,31
1,1523233979000,OPEN,0,31,31
1,1523234588000,OPEN,0,31,31
1,1523234588000,OPEN,0,31,31
1,1523235196000,OPEN,0,31,31
1,1523235196000,OPEN,0,31,31
1,1523235806000,OPEN,0,31,31
1,1523235806000,OPEN,0,31,31
1,1523236415000,OPEN,0,31,31
1,1523236415000,OPEN,0,31,31
1,1523237024000,OPEN,0,31,31
1,1523237024000,OPEN,0,31,31
1,1523237627000,OPEN,0,31,31
1,1523237720000,OPEN,0,31,31
1,1523237720000,OPEN,0,31,31
1,1523238329000,OPEN,0,31,31
1,1523238329000,OPEN,0,31,31
1,1523238938000,OPEN,0,31,31
1,1523238938000,OPEN,0,31,31
1,1523239546000,OPEN,0,31,31
1,1523239546000,OPEN,0,31,31
1,1523240154000,OPEN,0,31,31
1,1523240154000,OPEN,0,31,31
1,1523240762000,OPEN,0,31,31
1,1523240762000,OPEN,0,31,31
1,1523241372000,OPEN,0,31,31
1,1523241372000,OPEN,0,31,31
1,1523241981000,OPEN,0,31,31
1,1523241981000,OPEN,0,31,31
1,1523242590000,OPEN,0,31,31
1,1523242590000,OPEN,0,31,31
1,1523243199000,OPEN,0,31,31
1,1523243199000,OPEN,0,31,31
1,1523243808000,OPEN,0,31,31
1,1523243808000,OPEN,0,31,31
1,1523244418000,OPEN,0,31,31
1,1523244418000,OPEN,0,31,31
1,1523245027000,OPEN,0,31,31
1,1523245027000,OPEN,0,31,31
1,1523245636000,OPEN,0,31,31
1,1523245636000,OPEN,0,31,31
1,1523246245000,OPEN,0,31,31
1,1523246441000,OPEN,0,31,31
1,1523246441000,OPEN,0,31,31
1,1523247210000,OPEN,1,31,30
1,1523247210000,OPEN,1,31,30
1,1523247819000,OPEN,1,31,30
1,1523247819000,OPEN,1,31,30
1,1523248428000,OPEN,1,31,30
1,1523248526000,OPEN,2,31,29
1,1523249038000,OPEN,3,31,28
1,1523249038000,OPEN,3,31,28
1,1523249583000,OPEN,4,31,27
1,1523249759000,OPEN,6,31,25
1,1523249759000,OPEN,6,31,25
1,1523250369000,OPEN,6,31,25
1,1523250369000,OPEN,6,31,25
1,1523250978000,OPEN,6,31,25
1,1523250978000,OPEN,6,31,25
1,1523251762000,OPEN,7,31,24
1,1523251762000,OPEN,7,31,24
1,1523252370000,OPEN,7,31,24
1,1523252676000,OPEN,10,31,21
1,1523252676000,OPEN,10,31,21
1,1523253248000,OPEN,13,31,18
1,1523253248000,OPEN,13,31,18
1,1523253714000,OPEN,14,31,17
1,1523253927000,OPEN,15,31,16
1,1523253927000,OPEN,15,31,16
1,1523254535000,OPEN,15,31,16
1,1523254535000,OPEN,15,31,16
1,1523255235000,OPEN,15,31,16
1,1523255235000,OPEN,15,31,16
1,1523255976000,OPEN,6,31,25
1,1523256203000,OPEN,5,31,26
1,1523256368000,OPEN,6,31,25
1,1523256825000,OPEN,7,31,24
1,1523256951000,OPEN,7,31,24
1,1523257463000,OPEN,8,31,23
1,1523257463000,OPEN,8,31,23
1,1523257890000,OPEN,9,31,22
1,1523258226000,OPEN,10,31,21
1,1523258672000,OPEN,10,31,21
1,1523258928000,OPEN,12,31,19
1,1523259218000,OPEN,9,31,22
1,1523259546000,OPEN,9,31,22
1,1523259830000,OPEN,10,31,21
1,1523259975000,OPEN,10,31,21
1,1523259975000,OPEN,10,31,21
1,1523260647000,OPEN,11,31,20
1,1523260982000,OPEN,14,31,17
1,1523261168000,OPEN,15,31,16
1,1523261641000,OPEN,17,31,14
1,1523261903000,OPEN,19,31,12
1,1523262171000,OPEN,19,31,12
1,1523262171000,OPEN,19,31,12
1,1523262779000,OPEN,19,31,12
1,1523263002000,OPEN,20,31,11
1,1523263002000,OPEN,20,31,11
1,1523263602000,OPEN,21,31,10
1,1523263602000,OPEN,21,31,10
1,1523264336000,OPEN,22,31,9
1,1523264336000,OPEN,22,31,9
1,1523264945000,OPEN,22,31,9
1,1523264945000,OPEN,22,31,9
1,1523265554000,OPEN,22,31,9
1,1523265672000,OPEN,22,31,9
1,1523265995000,OPEN,21,31,10
1,1523266467000,OPEN,21,31,10
1,1523266493000,OPEN,20,31,11
1,1523266493000,OPEN,20,31,11
1,1523267218000,OPEN,21,31,10
1,1523267603000,OPEN,23,31,8
1,1523267603000,OPEN,23,31,8
1,1523268231000,OPEN,24,31,7
1,1523268324000,OPEN,25,31,6
1,1523268629000,OPEN,25,31,6
1,1523268629000,OPEN,25,31,6
1,1523269238000,OPEN,24,31,7
1,1523269687000,OPEN,25,31,6
1,1523270077000,OPEN,27,31,4
1,1523270077000,OPEN,27,31,4
1,1523270077000,OPEN,27,31,4
1,1523270845000,OPEN,29,31,2
1,1523271157000,OPEN,28,31,3
1,1523271537000,OPEN,30,31,1
1,1523271537000,OPEN,30,31,1
1,1523272146000,OPEN,30,31,1
1,1523272435000,OPEN,31,31,0
1,1523272903000,OPEN,31,31,0
1,1523273363000,OPEN,29,31,2
1,1523273671000,OPEN,29,31,2
1,1523273671000,OPEN,29,31,2
1,1523274226000,OPEN,30,31,1
1,1523274528000,OPEN,31,31,0
1,1523274856000,OPEN,31,31,0
1,1523274936000,OPEN,31,31,0
1,1523275223000,OPEN,31,31,0
1,1523275777000,OPEN,31,31,0
1,1523275787000,OPEN,31,31,0
1,1523276370000,OPEN,31,31,0
1,1523276602000,OPEN,31,31,0
1,1523276977000,OPEN,30,31,1
1,1523277262000,OPEN,31,31,0
1,1523277522000,OPEN,29,31,2
1,1523277871000,OPEN,25,31,6
1,1523278164000,OPEN,23,31,8
1,1523278277000,OPEN,24,31,7
1,1523278685000,OPEN,22,31,9
1,1523278898000,OPEN,22,31,9
1,1523279119000,OPEN,23,31,8
1,1523279634000,OPEN,24,31,7
1,1523279826000,OPEN,24,31,7
1,1523279826000,OPEN,24,31,7
1,1523280443000,OPEN,21,31,10
1,1523280443000,OPEN,21,31,10
1,1523281078000,OPEN,19,31,12
1,1523281462000,OPEN,18,31,13
1,1523281462000,OPEN,18,31,13
1,1523282071000,OPEN,17,31,14
1,1523282357000,OPEN,17,31,14
1,1523282357000,OPEN,17,31,14
1,1523282922000,OPEN,17,31,14
1,1523282922000,OPEN,17,31,14
1,1523283375000,OPEN,16,31,15
1,1523283660000,OPEN,16,31,15
1,1523283907000,OPEN,16,31,15
1,1523284212000,OPEN,15,31,16
1,1523284748000,OPEN,15,31,16
1,1523284845000,OPEN,15,31,16
1,1523285227000,OPEN,14,31,17
1,1523285551000,OPEN,14,31,17
1,1523285551000,OPEN,14,31,17
1,1523286104000,OPEN,11,31,20
1,1523286561000,OPEN,8,31,23
1,1523286872000,OPEN,8,31,23
1,1523287155000,OPEN,7,31,24
1,1523287404000,OPEN,8,31,23
1,1523287571000,OPEN,10,31,21
1,1523287947000,OPEN,10,31,21
1,1523287947000,OPEN,10,31,21
1,1523288458000,OPEN,12,31,19
1,1523288972000,OPEN,11,31,20
1,1523289273000,OPEN,9,31,22
1,1523289556000,OPEN,8,31,23
1,1523289872000,OPEN,7,31,24
1,1523289920000,OPEN,8,31,23
1,1523290406000,OPEN,4,31,27
1,1523290714000,OPEN,4,31,27
1,1523291020000,OPEN,3,31,28
1,1523291352000,OPEN,4,31,27
1,1523291677000,OPEN,6,31,25
1,1523291823000,OPEN,8,31,23
1,1523291823000,OPEN,8,31,23
1,1523292563000,OPEN,5,31,26
1,1523292798000,OPEN,4,31,27
1,1523293160000,OPEN,1,31,30
1,1523293188000,OPEN,0,31,31
1,1523293188000,OPEN,0,31,31
1,1523293869000,OPEN,0,31,31
1,1523294288000,OPEN,2,31,29
1,1523294662000,OPEN,3,31,28
1,1523294742000,OPEN,0,31,31
1,1523295228000,OPEN,0,31,31
1,1523295228000,OPEN,0,31,31
1,1523295837000,OPEN,0,31,31
1,1523296172000,OPEN,0,31,31
1,1523296172000,OPEN,0,31,31
1,1523296730000,OPEN,0,31,31
1,1523296730000,OPEN,0,31,31
1,1523297372000,OPEN,1,31,30
1,1523297402000,OPEN,0,31,31
1,1523297402000,OPEN,0,31,31
1,1523298011000,OPEN,0,31,31
1,1523298426000,OPEN,1,31,30
1,1523298426000,OPEN,1,31,30
1,1523299045000,OPEN,1,31,30
1,1523299475000,OPEN,9,31,22
1,1523299682000,OPEN,18,31,13
1,1523299826000,OPEN,18,31,13
1,1523300377000,OPEN,17,31,14
1,1523300379000,OPEN,18,31,13
1,1523300379000,OPEN,18,31,13
1,1523301194000,OPEN,16,31,15
1,1523301337000,OPEN,16,31,15
1,1523301337000,OPEN,16,31,15
1,1523302154000,OPEN,15,31,16
1,1523302370000,OPEN,13,31,18
1,1523302777000,OPEN,10,31,21
1,1523302780000,OPEN,9,31,22
1,1523303373000,OPEN,8,31,23
1,1523303429000,OPEN,7,31,24
1,1523303913000,OPEN,6,31,25
1,1523304109000,OPEN,5,31,26
1,1523304514000,OPEN,2,31,29
1,1523304869000,OPEN,0,31,31
1,1523304869000,OPEN,0,31,31
1,1523305478000,OPEN,0,31,31
1,1523305478000,OPEN,0,31,31
1,1523305478000,OPEN,0,31,31
1,1523306087000,OPEN,0,31,31
1,1523306087000,OPEN,0,31,31
1,1523306743000,OPEN,1,31,30
1,1523306743000,OPEN,1,31,30
1,1523307352000,OPEN,1,31,30
1,1523307670000,OPEN,0,31,31
1,1523307670000,OPEN,0,31,31
1,1523308279000,OPEN,0,31,31
1,1523308279000,OPEN,0,31,31
1,1523308956000,OPEN,1,31,30
1,1523308956000,OPEN,1,31,30
1,1523309565000,OPEN,1,31,30
1,1523309565000,OPEN,1,31,30
