STATION_NUMBER,TIME,STATUS,NUMBER_OF_BIKES,NUMBER_OF_STANDS,NUMBER_OF_SPACES
1,1523653796000,OPEN,19,31,12
1,1523654406000,OPEN,18,31,13
1,1523654844000,OPEN,19,31,12
1,1523655138000,OPEN,20,31,11
1,1523655550000,OPEN,21,31,10
1,1523655583000,OPEN,21,31,10
1,1523655981000,OPEN,19,31,12
1,1523656349000,OPEN,18,31,13
1,1523656349000,OPEN,18,31,13
1,1523656960000,OPEN,17,31,14
1,1523656960000,OPEN,17,31,14
1,1523657570000,OPEN,17,31,14
1,1523657907000,OPEN,15,31,16
1,1523657907000,OPEN,15,31,16
1,1523658564000,OPEN,14,31,17
1,1523658643000,OPEN,11,31,20
1,1523658643000,OPEN,11,31,20
1,1523659252000,OPEN,11,31,20
1,1523659644000,OPEN,11,31,20
1,1523659644000,OPEN,11,31,20
1,1523660254000,OPEN,10,31,21
1,1523660254000,OPEN,10,31,21
1,1523660863000,OPEN,10,31,21
1,1523660863000,OPEN,10,31,21
1,1523661472000,OPEN,10,31,21
1,1523661472000,OPEN,10,31,21
1,1523662081000,OPEN,10,31,21
1,1523662369000,OPEN,10,31,21
1,1523662369000,OPEN,10,31,21
1,1523662978000,OPEN,10,31,21
1,1523662978000,OPEN,10,31,21
1,1523663587000,OPEN,10,31,21
1,1523663587000,OPEN,10,31,21
1,1523664196000,OPEN,10,31,21
1,1523664288000,OPEN,10,31,21
1,1523664288000,OPEN,10,31,21
1,1523664896000,OPEN,10,31,21
1,1523664896000,OPEN,10,31,21
1,1523665506000,OPEN,10,31,21
1,1523665506000,OPEN,10,31,21
1,1523666115000,OPEN,10,31,21
1,1523666115000,OPEN,10,31,21
1,1523666724000,OPEN,10,31,21
1,1523666724000,OPEN,10,31,21
1,1523667334000,OPEN,10,31,21
1,1523667334000,OPEN,10,31,21
1,1523668176000,OPEN,10,31,21
1,1523668190000,OPEN,10,31,21
1,1523668190000,OPEN,10,31,21
1,1523668799000,OPEN,10,31,21
1,1523668799000,OPEN,10,31,21
1,1523669627000,OPEN,10,31,21
1,1523669723000,OPEN,10,31,21
1,1523669723000,OPEN,10,31,21
1,1523670332000,OPEN,10,31,21
1,1523670332000,OPEN,10,31,21
1,1523670941000,OPEN,10,31,21
1,1523670941000,OPEN,10,31,21
1,1523671551000,OPEN,10,31,21
1,1523671551000,OPEN,10,31,21
1,1523672160000,OPEN,10,31,21
1,1523672160000,OPEN,10,31,21
1,1523672769000,OPEN,10,31,21
1,1523672769000,OPEN,10,31,21
1,1523673378000,OPEN,10,31,21
1,1523673378000,OPEN,10,31,21
1,1523673987000,OPEN,10,31,21
1,1523673987000,OPEN,10,31,21
1,1523674596000,OPEN,10,31,21
1,1523674596000,OPEN,10,31,21
1,1523675205000,OPEN,10,31,21
1,1523675205000,OPEN,10,31,21
1,1523675814000,OPEN,10,31,21
1,1523675814000,OPEN,10,31,21
1,1523676423000,OPEN,10,31,21
1,1523676423000,OPEN,10,31,21
1,1523677032000,OPEN,10,31,21
1,1523677032000,OPEN,10,31,21
1,1523677641000,OPEN,10,31,21
1,1523677641000,OPEN,10,31,21
1,1523678250000,OPEN,10,31,21
1,1523678443000,OPEN,10,31,21
1,1523678443000,OPEN,10,31,21
1,1523679052000,OPEN,10,31,21
1,1523679052000,OPEN,10,31,21
1,1523679661000,OPEN,10,31,21
1,1523679990000,OPEN,11,31,20
1,1523679990000,OPEN,11,31,20
1,1523680752000,OPEN,12,31,19
1,1523680752000,OPEN,12,31,19
1,1523681360000,OPEN,12,31,19
1,1523681360000,OPEN,12,31,19
1,1523681969000,OPEN,12,31,19
1,1523681969000,OPEN,12,31,19
1,1523682578000,OPEN,12,31,19
1,1523682578000,OPEN,12,31,19
1,1523683162000,OPEN,13,31,18
1,1523683162000,OPEN,13,31,18
1,1523683771000,OPEN,13,31,18
1,1523683771000,OPEN,13,31,18
1,1523683771000,OPEN,13,31,18
1,1523684402000,OPEN,14,31,17
1,1523684402000,OPEN,14,31,17
1,1523685192000,OPEN,15,31,16
1,1523685423000,OPEN,19,31,12
1,1523685423000,OPEN,19,31,12
1,1523686032000,OPEN,19,31,12
1,1523686278000,OPEN,20,31,11
1,1523686582000,OPEN,20,31,11
1,1523687027000,OPEN,21,31,10
1,1523687027000,OPEN,21,31,10
1,1523687637000,OPEN,21,31,10
1,1523687637000,OPEN,21,31,10
1,1523688128000,OPEN,21,31,10
1,1523688560000,OPEN,21,31,10
1,1523688560000,OPEN,21,31,10
1,1523689154000,OPEN,22,31,9
1,1523689154000,OPEN,22,31,9
1,1523689763000,OPEN,22,31,9
1,1523689763000,OPEN,22,31,9
1,1523690373000,OPEN,22,31,9
1,1523690373000,OPEN,22,31,9
1,1523690968000,OPEN,26,31,5
1,1523690968000,OPEN,26,31,5
1,1523691577000,OPEN,26,31,5
1,1523691666000,OPEN,27,31,4
1,1523692099000,OPEN,30,31,1
1,1523692099000,OPEN,30,31,1
1,1523692510000,OPEN,31,31,0
1,1523692510000,OPEN,31,31,0
1,1523693119000,OPEN,31,31,0
1,1523693119000,OPEN,31,31,0
1,1523693728000,OPEN,31,31,0
1,1523693728000,OPEN,31,31,0
1,1523694540000,OPEN,31,31,0
1,1523694540000,OPEN,31,31,0
1,1523695148000,OPEN,31,31,0
1,1523695148000,OPEN,31,31,0
1,1523695756000,OPEN,31,31,0
1,1523695756000,OPEN,31,31,0
1,1523696366000,OPEN,31,31,0
1,1523696366000,OPEN,31,31,0
1,1523696975000,OPEN,31,31,0
1,1523696975000,OPEN,31,31,0
1,1523696975000,OPEN,31,31,0
1,1523697584000,OPEN,31,31,0
1,1523697584000,OPEN,31,31,0
1,1523698193000,OPEN,31,31,0
1,1523698548000,OPEN,30,31,1
1,1523698869000,OPEN,30,31,1
1,1523699274000,OPEN,28,31,3
1,1523699570000,OPEN,27,31,4
1,1523699780000,OPEN,28,31,3
1,1523699780000,OPEN,28,31,3
1,1523700501000,OPEN,27,31,4
1,1523700501000,OPEN,27,31,4
1,1523700924000,OPEN,27,31,4
1,1523701306000,OPEN,27,31,4
1,1523701615000,OPEN,31,31,0
1,1523701615000,OPEN,31,31,0
1,1523702225000,OPEN,31,31,0
1,1523702225000,OPEN,31,31,0
1,1523702834000,OPEN,31,31,0
1,1523703202000,OPEN,31,31,0
1,1523703500000,OPEN,31,31,0
1,1523703500000,OPEN,31,31,0
1,1523704036000,OPEN,31,31,0
1,1523704279000,OPEN,31,31,0
1,1523704279000,OPEN,31,31,0
1,1523704889000,OPEN,31,31,0
1,1523705194000,OPEN,31,31,0
1,1523705660000,OPEN,31,31,0
1,1523705806000,OPEN,31,31,0
1,1523705806000,OPEN,31,31,0
1,1523706414000,OPEN,31,31,0
1,1523706769000,OPEN,31,31,0
1,1523707147000,OPEN,31,31,0
1,1523707147000,OPEN,31,31,0
1,1523707726000,OPEN,30,31,1
1,1523707873000,OPEN,30,31,1
1,1523708114000,OPEN,31,31,0
1,1523708467000,OPEN,30,31,1
1,1523708977000,OPEN,30,31,1
1,1523709128000,OPEN,28,31,3
1,1523709128000,OPEN,28,31,3
1,1523709833000,OPEN,29,31,2
1,1523710031000,OPEN,30,31,1
1,1523710031000,OPEN,30,31,1
1,1523710542000,OPEN,31,31,0
1,1523711046000,OPEN,31,31,0
1,1523711198000,OPEN,31,31,0
1,1523711198000,OPEN,31,31,0
1,1523711807000,OPEN,31,31,0
1,1523712147000,OPEN,30,31,1
1,1523712147000,OPEN,30,31,1
1,1523712799000,OPEN,20,31,11
1,1523713058000,OPEN,19,31,12
1,1523713192000,OPEN,19,31,12
1,1523713556000,OPEN,20,31,11
1,1523714048000,OPEN,21,31,10
1,1523714200000,OPEN,31,31,0
1,1523714609000,OPEN,30,31,1
1,1523714974000,OPEN,30,31,1
1,1523715197000,OPEN,30,31,1
1,1523715519000,OPEN,31,31,0
1,1523715843000,OPEN,31,31,0
1,1523716022000,OPEN,31,31,0
1,1523716301000,OPEN,31,31,0
1,1523716301000,OPEN,31,31,0
1,1523716910000,OPEN,31,31,0
1,1523717287000,OPEN,31,31,0
1,1523717451000,OPEN,30,31,1
1,1523717901000,OPEN,30,31,1
1,1523718217000,OPEN,29,31,2
1,1523718217000,OPEN,29,31,2
1,1523718707000,OPEN,28,31,3
1,1523719138000,OPEN,27,31,4
1,1523719138000,OPEN,27,31,4
1,1523719764000,OPEN,27,31,4
1,1523719911000,OPEN,28,31,3
1,1523720188000,OPEN,27,31,4
1,1523720188000,OPEN,27,31,4
1,1523720797000,OPEN,26,31,5
1,1523721176000,OPEN,23,31,8
